#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P06971	uniprotkb:P05820	intact:EBI-1116714|uniprotkb:P71280|uniprotkb:P75665	intact:EBI-6413473	psi-mi:fhua_ecoli(display_long)|uniprotkb:JW0146(locus name)|uniprotkb:fhuA(gene name)|psi-mi:fhuA(display_short)|uniprotkb:tonA(gene name synonym)|uniprotkb:b0150(locus name)|uniprotkb:Ferric hydroxamate uptake(gene name synonym)|uniprotkb:Ferric hydroxamate receptor(gene name synonym)|uniprotkb:Ferrichrome-iron receptor(gene name synonym)	psi-mi:ceam_ecolx(display_long)|uniprotkb:cma(gene name)|psi-mi:cma(display_short)	psi-mi:"MI:0405"(competition binding)	Helbig et al. (2011)	pubmed:21148729|imex:IM-18380	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:562(ecolx)|taxid:562(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6413477|mpidb:MPIDB-INT-1522|imex:IM-18380-1	intact-miscore:0.40
uniprotkb:P0A6S5	uniprotkb:P0AEN4	intact:EBI-1113953|uniprotkb:Q2MA81|uniprotkb:Q46894	intact:EBI-1119082|uniprotkb:P22187|uniprotkb:Q8KMX6	psi-mi:ftsb_ecoli(display_long)|uniprotkb:ftsB(gene name)|psi-mi:ftsB(display_short)|uniprotkb:b2748(locus name)|uniprotkb:JW2718(locus name)|uniprotkb:ygbQ(gene name synonym)	psi-mi:ftsl_ecoli(display_long)|uniprotkb:ftsL(gene name)|psi-mi:ftsL(display_short)|uniprotkb:mraR(gene name synonym)|uniprotkb:b0083(locus name)|uniprotkb:JW0081(locus name)|uniprotkb:yabD(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gonzalez et al. (2009)	pubmed:19233928|imex:IM-18271	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6509766|mpidb:MPIDB-INT-596|imex:IM-18271-2	intact-miscore:0.92
uniprotkb:P0A6S5	uniprotkb:P06136	intact:EBI-1113953|uniprotkb:Q2MA81|uniprotkb:Q46894	intact:EBI-1130157	psi-mi:ftsb_ecoli(display_long)|uniprotkb:ftsB(gene name)|psi-mi:ftsB(display_short)|uniprotkb:b2748(locus name)|uniprotkb:JW2718(locus name)|uniprotkb:ygbQ(gene name synonym)	psi-mi:ftsq_ecoli(display_long)|uniprotkb:ftsQ(gene name)|psi-mi:ftsQ(display_short)|uniprotkb:b0093(locus name)|uniprotkb:JW0091(locus name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gonzalez et al. (2009)	pubmed:19233928|imex:IM-18271	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6509766|mpidb:MPIDB-INT-596|imex:IM-18271-2	intact-miscore:0.87
uniprotkb:P0AEN4	uniprotkb:P0A6S5	intact:EBI-1119082|uniprotkb:P22187|uniprotkb:Q8KMX6	intact:EBI-1113953|uniprotkb:Q2MA81|uniprotkb:Q46894	psi-mi:ftsl_ecoli(display_long)|uniprotkb:ftsL(gene name)|psi-mi:ftsL(display_short)|uniprotkb:mraR(gene name synonym)|uniprotkb:b0083(locus name)|uniprotkb:JW0081(locus name)|uniprotkb:yabD(gene name synonym)	psi-mi:ftsb_ecoli(display_long)|uniprotkb:ftsB(gene name)|psi-mi:ftsB(display_short)|uniprotkb:b2748(locus name)|uniprotkb:JW2718(locus name)|uniprotkb:ygbQ(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gonzalez et al. (2009)	pubmed:19233928|imex:IM-18271	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6509780|mpidb:MPIDB-INT-596|imex:IM-18271-3	intact-miscore:0.92
uniprotkb:P0AEN4	uniprotkb:P0A6S5	intact:EBI-1119082|uniprotkb:P22187|uniprotkb:Q8KMX6	intact:EBI-1113953|uniprotkb:Q2MA81|uniprotkb:Q46894	psi-mi:ftsl_ecoli(display_long)|uniprotkb:ftsL(gene name)|psi-mi:ftsL(display_short)|uniprotkb:mraR(gene name synonym)|uniprotkb:b0083(locus name)|uniprotkb:JW0081(locus name)|uniprotkb:yabD(gene name synonym)	psi-mi:ftsb_ecoli(display_long)|uniprotkb:ftsB(gene name)|psi-mi:ftsB(display_short)|uniprotkb:b2748(locus name)|uniprotkb:JW2718(locus name)|uniprotkb:ygbQ(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Gonzalez et al. (2009)	pubmed:19233928|imex:IM-18271	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407001|mpidb:MPIDB-INT-596|imex:IM-18271-1	intact-miscore:0.92
uniprotkb:P0A8Q6	uniprotkb:P0AE22	intact:EBI-561456|uniprotkb:P75832	intact:EBI-549463|uniprotkb:P76787|uniprotkb:Q2M6P9|uniprotkb:Q57085|uniprotkb:P32697	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:apha_ecoli(display_long)|uniprotkb:aphA(gene name)|psi-mi:aphA(display_short)|uniprotkb:napA(gene name synonym)|uniprotkb:b4055(locus name)|uniprotkb:yjbP(gene name synonym)|uniprotkb:JW4015(locus name)	psi-mi:"MI:0096"(pull down)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407230|mpidb:MPIDB-INT-677|imex:IM-18276-3	intact-miscore:0.35
uniprotkb:P0A8Q6	uniprotkb:P0A9G2	intact:EBI-561456|uniprotkb:P75832	intact:EBI-1112817|uniprotkb:P10087|uniprotkb:P75619|uniprotkb:Q2MCH4|uniprotkb:Q47409|uniprotkb:Q83SR2	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:nhar_ecoli(display_long)|uniprotkb:"Na(+)/H(+) antiporter regulatory protein"(gene name synonym)|uniprotkb:nhaR(gene name)|psi-mi:nhaR(display_short)|uniprotkb:antO(gene name synonym)|uniprotkb:b0020(locus name)|uniprotkb:JW0019(locus name)	psi-mi:"MI:0096"(pull down)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407230|mpidb:MPIDB-INT-677|imex:IM-18276-3	intact-miscore:0.35
uniprotkb:P0A8Q6	uniprotkb:P16926	intact:EBI-561456|uniprotkb:P75832	intact:EBI-553515|uniprotkb:P13028|uniprotkb:Q2M8W4	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:mrec_ecoli(display_long)|uniprotkb:mreC(gene name)|psi-mi:mreC(display_short)|uniprotkb:Cell shape protein MreC(gene name synonym)|uniprotkb:Rod shape-determining protein MreC(gene name synonym)|uniprotkb:JW3219(locus name)|uniprotkb:b3250(locus name)	psi-mi:"MI:0096"(pull down)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407230|mpidb:MPIDB-INT-677|imex:IM-18276-3	intact-miscore:0.35
uniprotkb:P0A8Q6	uniprotkb:P0ACB7	intact:EBI-561456|uniprotkb:P75832	intact:EBI-2932283|uniprotkb:P09128|uniprotkb:Q2M8A7	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:hemy_ecoli(display_long)|uniprotkb:hemY(gene name)|psi-mi:hemY(display_short)|uniprotkb:b3802(locus name)|uniprotkb:JW3774(locus name)	psi-mi:"MI:0096"(pull down)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407230|mpidb:MPIDB-INT-677|imex:IM-18276-3	intact-miscore:0.35
uniprotkb:P0A8Q6	uniprotkb:P0A8S1	intact:EBI-561456|uniprotkb:P75832	intact:EBI-552317|uniprotkb:P24194|uniprotkb:Q2M9S6	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:argp_ecoli(display_long)|uniprotkb:argP(gene name)|psi-mi:argP(display_short)|uniprotkb:Inhibitor of chromosome initiation(gene name synonym)|uniprotkb:OriC replication inhibitor(gene name synonym)|uniprotkb:iciA(gene name synonym)|uniprotkb:JW2883(locus name)|uniprotkb:b2916(locus name)	psi-mi:"MI:0096"(pull down)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407230|mpidb:MPIDB-INT-677|imex:IM-18276-3	intact-miscore:0.35
uniprotkb:P0A8Q6	uniprotkb:P0A9H7	intact:EBI-561456|uniprotkb:P75832	intact:EBI-1124838|uniprotkb:P30010	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:cfa_ecoli(display_long)|uniprotkb:cfa(gene name)|psi-mi:cfa(display_short)|uniprotkb:cdfA(gene name synonym)|uniprotkb:b1661(locus name)|uniprotkb:JW1653(locus name)	psi-mi:"MI:0096"(pull down)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407230|mpidb:MPIDB-INT-677|imex:IM-18276-3	intact-miscore:0.35
uniprotkb:P0A8Q6	uniprotkb:P60716	intact:EBI-561456|uniprotkb:P75832	intact:EBI-551495|uniprotkb:P25845|uniprotkb:P77595	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:lipa_ecoli(display_long)|uniprotkb:Lipoic acid synthase(gene name synonym)|uniprotkb:Lipoate synthase(gene name synonym)|uniprotkb:Sulfur insertion protein LipA(gene name synonym)|uniprotkb:Lip-syn(gene name synonym)|uniprotkb:lipA(gene name)|psi-mi:lipA(display_short)|uniprotkb:lip(gene name synonym)|uniprotkb:b0628(locus name)|uniprotkb:JW0623(locus name)	psi-mi:"MI:0096"(pull down)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407230|mpidb:MPIDB-INT-677|imex:IM-18276-3	intact-miscore:0.35
uniprotkb:P0A8Q6	uniprotkb:P76235	intact:EBI-561456|uniprotkb:P75832	intact:EBI-6510552|uniprotkb:O07964	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:yeah_ecoli(display_long)|uniprotkb:yeaH(gene name)|psi-mi:yeaH(display_short)|uniprotkb:b1784(locus name)|uniprotkb:JW1773(locus name)	psi-mi:"MI:0096"(pull down)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407230|mpidb:MPIDB-INT-677|imex:IM-18276-3	intact-miscore:0.35
uniprotkb:P0A8Q6	uniprotkb:P0A887	intact:EBI-561456|uniprotkb:P75832	intact:EBI-370292|uniprotkb:P27851|uniprotkb:Q2M8D8	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:ubie_ecoli(display_long)|uniprotkb:ubiE(gene name)|psi-mi:ubiE(display_short)|uniprotkb:b3833(locus name)|uniprotkb:yigO(gene name synonym)|uniprotkb:JW5581(locus name)|uniprotkb:2-methoxy-6-polyprenyl-1,4-benzoquinol methylase(gene name synonym)|uniprotkb:Demethylmenaquinone methyltransferase(gene name synonym)	psi-mi:"MI:0096"(pull down)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407230|mpidb:MPIDB-INT-677|imex:IM-18276-3	intact-miscore:0.35
uniprotkb:P0A8Q6	uniprotkb:P0ABT2	intact:EBI-561456|uniprotkb:P75832	intact:EBI-549640|uniprotkb:P27430	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:dps_ecoli(display_long)|uniprotkb:dps(gene name)|psi-mi:dps(display_short)|uniprotkb:pexB(gene name synonym)|uniprotkb:vtm(gene name synonym)|uniprotkb:b0812(locus name)|uniprotkb:JW0797(locus name)	psi-mi:"MI:0096"(pull down)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407230|mpidb:MPIDB-INT-677|imex:IM-18276-3	intact-miscore:0.78
uniprotkb:P0A8Q6	uniprotkb:P42588	intact:EBI-561456|uniprotkb:P75832	intact:EBI-6407211|uniprotkb:P78108|uniprotkb:Q46873|uniprotkb:Q2M9D3	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:pat_ecoli(display_long)|uniprotkb:Putrescine--2-oxoglutaric acid transaminase(gene name synonym)|uniprotkb:JW5510(locus name)|uniprotkb:b3073(locus name)|uniprotkb:patA(gene name)|psi-mi:patA(display_short)|uniprotkb:ygjG(gene name synonym)	psi-mi:"MI:0096"(pull down)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407230|mpidb:MPIDB-INT-677|imex:IM-18276-3	intact-miscore:0.53
uniprotkb:P0A8Q6	uniprotkb:P0A8S1	intact:EBI-561456|uniprotkb:P75832	intact:EBI-552317|uniprotkb:P24194|uniprotkb:Q2M9S6	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:argp_ecoli(display_long)|uniprotkb:argP(gene name)|psi-mi:argP(display_short)|uniprotkb:Inhibitor of chromosome initiation(gene name synonym)|uniprotkb:OriC replication inhibitor(gene name synonym)|uniprotkb:iciA(gene name synonym)|uniprotkb:JW2883(locus name)|uniprotkb:b2916(locus name)	psi-mi:"MI:0096"(pull down)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6510576|imex:IM-18276-7|mpidb:MPIDB-INT-677	intact-miscore:0.35
uniprotkb:P0A8Q6	uniprotkb:P42588	intact:EBI-561456|uniprotkb:P75832	intact:EBI-6407211|uniprotkb:P78108|uniprotkb:Q46873|uniprotkb:Q2M9D3	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:pat_ecoli(display_long)|uniprotkb:Putrescine--2-oxoglutaric acid transaminase(gene name synonym)|uniprotkb:JW5510(locus name)|uniprotkb:b3073(locus name)|uniprotkb:patA(gene name)|psi-mi:patA(display_short)|uniprotkb:ygjG(gene name synonym)	psi-mi:"MI:0096"(pull down)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6510576|imex:IM-18276-7|mpidb:MPIDB-INT-677	intact-miscore:0.53
uniprotkb:P0ABH9	uniprotkb:P0A6G7	intact:EBI-546140|uniprotkb:P15716|uniprotkb:P77686	intact:EBI-370625|uniprotkb:P19245|uniprotkb:Q2MBY9	psi-mi:clpa_ecoli(display_long)|uniprotkb:clpA(gene name)|psi-mi:clpA(display_short)|uniprotkb:lopD(gene name synonym)|uniprotkb:b0882(locus name)|uniprotkb:JW0866(locus name)	psi-mi:clpp_ecoli(display_long)|uniprotkb:clpP(gene name)|psi-mi:clpP(display_short)|uniprotkb:lopP(gene name synonym)|uniprotkb:Endopeptidase Clp(gene name synonym)|uniprotkb:Caseinolytic protease(gene name synonym)|uniprotkb:Protease Ti(gene name synonym)|uniprotkb:Heat shock protein F21.5(gene name synonym)|uniprotkb:b0437(locus name)|uniprotkb:JW0427(locus name)	psi-mi:"MI:0435"(protease assay)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0194"(cleavage reaction)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407245|mpidb:MPIDB-INT-674|imex:IM-18276-6	intact-miscore:0.90
uniprotkb:P0ABH9	uniprotkb:P0A8Q6	intact:EBI-546140|uniprotkb:P15716|uniprotkb:P77686	intact:EBI-561456|uniprotkb:P75832	psi-mi:clpa_ecoli(display_long)|uniprotkb:clpA(gene name)|psi-mi:clpA(display_short)|uniprotkb:lopD(gene name synonym)|uniprotkb:b0882(locus name)|uniprotkb:JW0866(locus name)	psi-mi:clps_ecoli(display_long)|uniprotkb:yljA(gene name synonym)|uniprotkb:clpS(gene name)|psi-mi:clpS(display_short)|uniprotkb:b0881(locus name)|uniprotkb:JW0865(locus name)	psi-mi:"MI:0435"(protease assay)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0194"(cleavage reaction)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407245|mpidb:MPIDB-INT-674|imex:IM-18276-6	intact-miscore:0.94
uniprotkb:P0ABH9	uniprotkb:P0ABT2	intact:EBI-546140|uniprotkb:P15716|uniprotkb:P77686	intact:EBI-549640|uniprotkb:P27430	psi-mi:clpa_ecoli(display_long)|uniprotkb:clpA(gene name)|psi-mi:clpA(display_short)|uniprotkb:lopD(gene name synonym)|uniprotkb:b0882(locus name)|uniprotkb:JW0866(locus name)	psi-mi:dps_ecoli(display_long)|uniprotkb:dps(gene name)|psi-mi:dps(display_short)|uniprotkb:pexB(gene name synonym)|uniprotkb:vtm(gene name synonym)|uniprotkb:b0812(locus name)|uniprotkb:JW0797(locus name)	psi-mi:"MI:0435"(protease assay)	Schmidt et al. (2009)	pubmed:19317833|imex:IM-18276	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0194"(cleavage reaction)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407245|mpidb:MPIDB-INT-674|imex:IM-18276-6	intact-miscore:0.44
uniprotkb:P09184	uniprotkb:P23367	intact:EBI-765033	intact:EBI-554913|uniprotkb:Q2M6D5	psi-mi:vsr_ecoli(display_long)|uniprotkb:DNA mismatch endonuclease(gene name synonym)|uniprotkb:Vsr mismatch endonuclease(gene name synonym)|uniprotkb:V.EcoKDcm(gene name synonym)|uniprotkb:vsr(gene name)|psi-mi:vsr(display_short)|uniprotkb:b1960(locus name)|uniprotkb:JW1943(locus name)	psi-mi:mutl_ecoli(display_long)|uniprotkb:mutL(gene name)|psi-mi:mutL(display_short)|uniprotkb:b4170(locus name)|uniprotkb:JW4128(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Polosina et al. (2009)	pubmed:19376855|imex:IM-18277	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407336|mpidb:MPIDB-INT-707|imex:IM-18277-3	intact-miscore:0.62
uniprotkb:P23367	uniprotkb:P06722	intact:EBI-554913|uniprotkb:Q2M6D5	intact:EBI-545170|uniprotkb:Q2MA06|uniprotkb:Q9R2X2|uniprotkb:Q9R3A8|uniprotkb:Q9R411|uniprotkb:Q9S6P5|uniprotkb:Q9S6P6|uniprotkb:Q9S6P7	psi-mi:mutl_ecoli(display_long)|uniprotkb:mutL(gene name)|psi-mi:mutL(display_short)|uniprotkb:b4170(locus name)|uniprotkb:JW4128(locus name)	psi-mi:muth_ecoli(display_long)|uniprotkb:mutH(gene name)|psi-mi:mutH(display_short)|uniprotkb:mutR(gene name synonym)|uniprotkb:prv(gene name synonym)|uniprotkb:b2831(locus name)|uniprotkb:Methyl-directed mismatch repair protein(gene name synonym)|uniprotkb:JW2799(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Polosina et al. (2009)	pubmed:19376855|imex:IM-18277	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407331|mpidb:MPIDB-INT-708|imex:IM-18277-2	intact-miscore:0.75
uniprotkb:P23367	uniprotkb:P23367	intact:EBI-554913|uniprotkb:Q2M6D5	intact:EBI-554913|uniprotkb:Q2M6D5	psi-mi:mutl_ecoli(display_long)|uniprotkb:mutL(gene name)|psi-mi:mutL(display_short)|uniprotkb:b4170(locus name)|uniprotkb:JW4128(locus name)	psi-mi:mutl_ecoli(display_long)|uniprotkb:mutL(gene name)|psi-mi:mutL(display_short)|uniprotkb:b4170(locus name)|uniprotkb:JW4128(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Polosina et al. (2009)	pubmed:19376855|imex:IM-18277	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407326|mpidb:MPIDB-INT-709|imex:IM-18277-1	intact-miscore:0.67
uniprotkb:P23909	uniprotkb:P23367	intact:EBI-554920|uniprotkb:P71279|uniprotkb:Q2MA96	intact:EBI-554913|uniprotkb:Q2M6D5	psi-mi:muts_ecoli(display_long)|uniprotkb:mutS(gene name)|psi-mi:mutS(display_short)|uniprotkb:fdv(gene name synonym)|uniprotkb:b2733(locus name)|uniprotkb:JW2703(locus name)	psi-mi:mutl_ecoli(display_long)|uniprotkb:mutL(gene name)|psi-mi:mutL(display_short)|uniprotkb:b4170(locus name)|uniprotkb:JW4128(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Polosina et al. (2009)	pubmed:19376855|imex:IM-18277	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6407341|mpidb:MPIDB-INT-706|imex:IM-18277-4	intact-miscore:0.66
