#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Expansion method(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Type(s) interactor A	Type(s) interactor B	Xref(s) interactor A	Xref(s) interactor B	Interaction Xref(s)	Annotation(s) interactor A	Annotation(s) interactor B	Interaction annotation(s)	Host organism(s)	Interaction parameter(s)	Creation date	Update date	Checksum(s) interactor A	Checksum(s) interactor B	Interaction Checksum(s)	Negative	Feature(s) interactor A	Feature(s) interactor B	Stoichiometry(s) interactor A	Stoichiometry(s) interactor B	Identification method participant A	Identification method participant B
uniprotkb:A0A0H2Z989	uniprotkb:A0A0H2Z989	uniprotkb:A0A0H2Z989|rogid:FktaT52lY0EbdSi5WQg2W7wrTVQ208963|irogid:30433072	uniprotkb:A0A0H2Z989|rogid:FktaT52lY0EbdSi5WQg2W7wrTVQ208963|irogid:30433072	uniprotkb:A0A0H2Z989_PSEAB|crogid:FktaT52lY0EbdSi5WQg2W7wrTVQ208963|icrogid:30433072	uniprotkb:A0A0H2Z989_PSEAB|crogid:FktaT52lY0EbdSi5WQg2W7wrTVQ208963|icrogid:30433072	psi-mi:"MI:0071"(molecular sieving)	bernhards-2013-1	pubmed:23279839	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(intact)	intact:EBI-8288491|rigid:LjUWnzk/C+zypl0T+u5AX1gExGA|edgetype:Y	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1(-)	-	2018/01/22	2018/01/22	rogid:FktaT52lY0EbdSi5WQg2W7wrTVQ208963	rogid:FktaT52lY0EbdSi5WQg2W7wrTVQ208963	rigid:LjUWnzk/C+zypl0T+u5AX1gExGA	false	-	-	-	-	-	-
complex:Y0EyL6XvW0HWb/yBvBsNeHUjLC0	uniprotkb:Q02MM0	rogid:Y0EyL6XvW0HWb/yBvBsNeHUjLC0	uniprotkb:Q02MM0|rogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963|irogid:34764054	crogid:Y0EyL6XvW0HWb/yBvBsNeHUjLC0|icrogid:2037870	uniprotkb:CSY2_PSEAB|crogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963|icrogid:34764054	psi-mi:"MI:0071"(molecular sieving)	bondy_denomy-2015-13	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-16178938|rigid:Y0EyL6XvW0HWb/yBvBsNeHUjLC0|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1(-)	-	2018/01/22	2018/01/22	rogid:Y0EyL6XvW0HWb/yBvBsNeHUjLC0	rogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963	rigid:Y0EyL6XvW0HWb/yBvBsNeHUjLC0	false	-	-	-	-	-	-
complex:Y0EyL6XvW0HWb/yBvBsNeHUjLC0	uniprotkb:Q02ML9	rogid:Y0EyL6XvW0HWb/yBvBsNeHUjLC0	uniprotkb:Q02ML9|rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|irogid:27126070	crogid:Y0EyL6XvW0HWb/yBvBsNeHUjLC0|icrogid:2037870	uniprotkb:CSY1_PSEAB|crogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|icrogid:27126070	psi-mi:"MI:0071"(molecular sieving)	bondy_denomy-2015-13	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-16178938|rigid:Y0EyL6XvW0HWb/yBvBsNeHUjLC0|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1(-)	-	2018/01/22	2018/01/22	rogid:Y0EyL6XvW0HWb/yBvBsNeHUjLC0	rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963	rigid:Y0EyL6XvW0HWb/yBvBsNeHUjLC0	false	-	-	-	-	-	-
complex:acKkqom11JhZ0REhSbAWTgzuoZM	uniprotkb:Q02ML9	rogid:acKkqom11JhZ0REhSbAWTgzuoZM	uniprotkb:Q02ML9|rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|irogid:27126070	crogid:acKkqom11JhZ0REhSbAWTgzuoZM|icrogid:2019593	uniprotkb:CSY1_PSEAB|crogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|icrogid:27126070	psi-mi:"MI:0071"(molecular sieving)	bondy_denomy-2015-2	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-16178693|rigid:acKkqom11JhZ0REhSbAWTgzuoZM|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1(-)	-	2018/01/22	2018/01/22	rogid:acKkqom11JhZ0REhSbAWTgzuoZM	rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963	rigid:acKkqom11JhZ0REhSbAWTgzuoZM	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2|rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|irogid:21695361	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CAS6_PSEAB|crogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|icrogid:21695361	psi-mi:"MI:0020"(transmission electron microscopy)	-	pubmed:21536913	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2|rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|irogid:21695361	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CAS6_PSEAB|crogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|icrogid:21695361	psi-mi:"MI:0071"(molecular sieving)	-	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2|rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|irogid:21695361	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CAS6_PSEAB|crogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|icrogid:21695361	psi-mi:"MI:0069"(mass spectrometry studies of complexes)	-	pubmed:21536913	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2|rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|irogid:21695361	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CAS6_PSEAB|crogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|icrogid:21695361	psi-mi:"MI:0096"(pull down)	-	pubmed:21536913	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2|rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|irogid:21695361	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CAS6_PSEAB|crogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|icrogid:21695361	psi-mi:"MI:0096"(pull down)	-	pubmed:21536913	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2|rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|irogid:21695361	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CAS6_PSEAB|crogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|icrogid:21695361	psi-mi:"MI:0071"(molecular sieving)	-	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2|rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|irogid:21695361	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CAS6_PSEAB|crogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|icrogid:21695361	psi-mi:"MI:0071"(molecular sieving)	-	pubmed:21536913	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2|rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|irogid:21695361	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CAS6_PSEAB|crogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|icrogid:21695361	psi-mi:"MI:0096"(pull down)	-	pubmed:21536913	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2|rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|irogid:21695361	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CAS6_PSEAB|crogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|icrogid:21695361	psi-mi:"MI:0826"(x ray scattering)	-	pubmed:21536913	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02MM2|rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|irogid:21695361	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CAS6_PSEAB|crogid:+FGXgDideJCOZAD1s+nUtC2YADI208963|icrogid:21695361	psi-mi:"MI:0096"(pull down)	-	pubmed:21536913	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:+FGXgDideJCOZAD1s+nUtC2YADI208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02ML9	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02ML9|rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|irogid:27126070	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CSY1_PSEAB|crogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|icrogid:27126070	psi-mi:"MI:0826"(x ray scattering)	-	pubmed:21536913	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02ML9	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02ML9|rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|irogid:27126070	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CSY1_PSEAB|crogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|icrogid:27126070	psi-mi:"MI:0096"(pull down)	-	pubmed:21536913	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02ML9	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02ML9|rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|irogid:27126070	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CSY1_PSEAB|crogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|icrogid:27126070	psi-mi:"MI:0096"(pull down)	-	pubmed:21536913	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02ML9	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02ML9|rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|irogid:27126070	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CSY1_PSEAB|crogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|icrogid:27126070	psi-mi:"MI:0069"(mass spectrometry studies of complexes)	-	pubmed:21536913	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
complex:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02ML9	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	uniprotkb:Q02ML9|rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|irogid:27126070	crogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|icrogid:1279287	uniprotkb:CSY1_PSEAB|crogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|icrogid:27126070	psi-mi:"MI:0096"(pull down)	-	pubmed:21536913	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-189008E|rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw|edgetype:C	hpr:12|lpr:7|np:2	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963	rigid:7DZ58e2uP4RXfaiGD+PV0s5K1Mw	false	-	-	-	-	-	-
