"Strain","Assembly Status","Replicon","Locus Tag","RefSeq Accession","GI Number","UniProtKB Accession","UniProtKB ID","Uniparc","UniRef100 ID","UniRef90 ID","UniRef50 ID","NCBI Locus Tag","NCBI Old Locus Tag","Affymetrix","Feature Type","Coordinates","Gene Length","Gene Name","Product Description","Product Name Confidence","Estimated MW (kDa)","Estimated Isoelectric Point (pI)","Estimated Charge (ph7)",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_27110","YP_790313.1","116050864","Q02P23","Q02P23_PSEAB","UPI0000E449FB","UniRef100_Q02P23","UniRef90_Q9HZY3","UniRef50_Q9HZY3","PA14_27110","","","CDS","2355297..2355845(-)","549","ligT","2'-5' RNA ligase","","20.2","7.39","0.59",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_73030","YP_794015.1","116053688","Q02DH1","Q02DH1_PSEAB","UPI0000396BB6","UniRef100_Q02DH1","UniRef90_A0A022P0H7","UniRef50_A0A022P0H7","PA14_73030","","","CDS","6503220..6503636(+)","417","","hypothetical protein","","15.0","10.28","9.31",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_31800","YP_790704.1","116050477","Q02MY2","Q02MY2_PSEAB","UPI0000395DE3","UniRef100_A0A071L1E3","UniRef90_A6V4S8","UniRef50_Q0IAV7","PA14_31800","","","CDS","2765588..2766937(+)","1350","","sodium:alanine symporter","","47.4","8.20","3.28",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_36880","YP_791104.1","116050082","Q02LT2","Q02LT2_PSEAB","UPI00003969D0","UniRef100_Q9I1X4","UniRef90_Q9I1X4","UniRef50_Q9I1X4","PA14_36880","","","CDS","3286708..3287226(-)","519","","ompetence-damaged protein","","18.5","9.34","3.41",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_41980","YP_791500.1","116049695","Q02KN6","Q02KN6_PSEAB","UPI00000C5476","UniRef100_Q9I2Z2","UniRef90_Q9I2Z2","UniRef50_Q9I2Z2","PA14_41980","","","CDS","3746487..3746975(+)","489","","hypothetical protein","","18.5","8.29","1.87",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_01010","YP_788240.1","116053803","Q02UZ6","Q02UZ6_PSEAB","UPI00000C4F24","UniRef100_W0YKW6","UniRef90_J2YIR2","UniRef50_J2YIR2","PA14_01010","","","CDS","98900..99418(+)","519","hsiB1","HsiB1","Class 1","18.8","4.87","-3.00",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_47520","YP_791955.1","116049242","Q02JD1","Q02JD1_PSEAB","UPI000045D10F","UniRef100_S0IK44","UniRef90_W0YLG6","UniRef50_W0YLG6","PA14_47520","","","CDS","4232596..4233189(+)","594","","transcriptional regulator","","22.4","9.31","4.17",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_06090","YP_788639.1","116054195","Q02TU7","Q02TU7_PSEAB","UPI00000C5070","UniRef100_W0YLU3","UniRef90_A6UYT1","UniRef50_A4XZT7","PA14_06090","","","CDS","539691..539993(+)","303","","hypothetical protein","","11.0","7.35","0.37",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_52310","YP_792353.1","116048846","Q02I83","DPO4_PSEAB","UPI000012979E","UniRef100_Q02I83","UniRef90_Q02I83","UniRef50_Q88NK4","PA14_52310","","","CDS","4642558..4643607(-)","1050","dinP","DNA polymerase IV","","38.9","8.07","3.72",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_10990","YP_789028.1","116052128","Q02SQ8","Q02SQ8_PSEAB","UPI000039628E","UniRef100_W0YWG7","UniRef90_A6V007","UniRef50_A0A068QSC3","PA14_10990","","","CDS","950502..951014(-)","513","hpaC","4-hydroxyphenylacetate 3-monooxygenase small subunit","","18.6","6.87","-0.48",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_57160","YP_792743.1","116052432","Q02H43","Q02H43_PSEAB","UPI000039636C","UniRef100_Q02H43","UniRef90_Q9HW09","UniRef50_Q9HW09","PA14_57160","","","CDS","5090592..5091503(+)","912","apbA","2-dehydropantoate 2-reductase","","33.0","8.60","6.46",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_16070","YP_789427.1","116051734","Q02RK9","Q02RK9_PSEAB","UPI0000E4494D","UniRef100_Q02RK9","UniRef90_P29365","UniRef50_P29365","PA14_16070","","","CDS","1368457..1369761(+)","1305","hom","homoserine dehydrogenase","","46.2","5.32","-9.70",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_61840","YP_793136.1","116052819","Q02G00","Q02G00_PSEAB","UPI0000E44C22","UniRef100_S0J386","UniRef90_A6VCC3","UniRef50_A6VCC3","PA14_61840","","","CDS","5514196..5514516(-)","306","","Antitoxin HigA","Class 1","11.2","4.61","-5.29",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_21030","YP_789826.1","116051341","Q02QG0","Q02QG0_PSEAB","UPI0000127AFA","UniRef100_Q9HYR9","UniRef90_Q9HYR9","UniRef50_Q8UD57","PA14_21030","","","CDS","1817157..1817762(+)","606","","ATP-dependent Clp protease proteolytic subunit","","22.1","5.36","-4.04",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_66830","YP_793526.1","116053205","Q02EW0","Q02EW0_PSEAB","UPI00000D4279","UniRef100_W0Z0Q9","UniRef90_A6VDH9","UniRef50_A6VDH9","PA14_66830","","","CDS","5968582..5969439(+)","858","phaD","poly(3-hydroxyalkanoic acid) depolymerase","","31.5","10.17","10.88",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_25810","YP_790217.1","116050958","Q02PB9","Q02PB9_PSEAB","UPI00000C58A6","UniRef100_Q9HZP2","UniRef90_Q9HZP2","UniRef50_W2UF63","PA14_25810","","","CDS","2252711..2253607(+)","897","","hypothetical protein","","33.6","6.01","-3.69",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_71850","YP_793919.1","116053592","Q02DR7","Q02DR7_PSEAB","UPI000045D327","UniRef100_Q02DR7","UniRef90_Q9HTC4","UniRef50_Q4K3G4","PA14_71850","","","CDS","6400979..6403831(-)","2853","","hypothetical protein","","106.3","7.27","2.43",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_30670","YP_790610.1","116050571","Q02N76","Q02N76_PSEAB","UPI00000C5752","UniRef100_W0YUU9","UniRef90_W0YUU9","UniRef50_A6W0B7","PA14_30670","","","CDS","2658009..2658569(+)","561","pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","","20.5","8.89","1.70",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_35760","YP_791008.1","116050175","Q02M28","Q02M28_PSEAB","UPI0000E44A9F","UniRef100_Q02M28","UniRef90_Q02M28","UniRef50_Q02M28","PA14_35760","","","CDS","3181060..3181524(-)","465","","hypothetical protein","","17.6","5.31","-3.41",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_40800","YP_791408.1","116049785","Q02KX8","Q02KX8_PSEAB","UPI00000C54BF","UniRef100_Q9I2R0","UniRef90_Q9I2R0","UniRef50_Q9I2R0","PA14_40800","","","CDS","3640779..3641216(+)","438","","hypothetical protein","","15.8","6.24","-1.33",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_46420","YP_791859.1","116049338","Q02JM7","Q02JM7_PSEAB","UPI00000C5349","UniRef100_W1MLB1","UniRef90_W1MLB1","UniRef50_A9ALU7","PA14_46420","","","CDS","4129186..4130019(+)","834","","short chain dehydrogenase","","29.7","6.54","-1.06",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_04860","YP_788543.1","116054100","Q02U43","Q02U43_PSEAB","UPI00000C502E","UniRef100_Q9I6C4","UniRef90_A0A080VDQ5","UniRef50_I2B463","PA14_04860","","","CDS","428681..429277(-)","597","","methyltransferase","","21.7","9.19","4.13",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_51240","YP_792258.1","116048941","Q02IH8","PUR7_PSEAB","UPI0000132AA4","UniRef100_B7UXT0","UniRef90_B7UXT0","UniRef50_Q4KGP5","PA14_51240","","","CDS","4553158..4553868(-)","711","purC","phosphoribosylaminoimidazole-succinocarboxamide synthase","","26.8","5.08","-4.60",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_09790","YP_788932.1","116052224","Q02T04","Q02T04_PSEAB","UPI00003962DD","UniRef100_S0IB66","UniRef90_Q9HWJ9","UniRef50_Q9HWJ9","PA14_09790","","","CDS","843098..843736(-)","639","","transcriptional regulator","","23.9","6.68","-1.63",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_55890","YP_792647.1","116052336","Q02HD9","Q02HD9_PSEAB","UPI0000396326","UniRef100_A0A071KZV8","UniRef90_W0YX56","UniRef50_Q7UXS5","PA14_55890","","","CDS","4989368..4990633(-)","1266","","type II secretion system protein","","46.9","5.52","-7.96",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_14900","YP_789331.1","116051826","Q02RV5","Q02RV5_PSEAB","UPI00003961BB","UniRef100_Q02RV5","UniRef90_A6V0W2","UniRef50_L1M1J2","PA14_14900","","","CDS","1265448..1266092(+)","645","","hypothetical protein","","23.1","4.75","-5.76",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_60650","YP_793042.1","116052725","Q02G94","Q02G94_PSEAB","UPI0000E44C0B","UniRef100_Q02G94","UniRef90_Q9HVK1","UniRef50_P46850","PA14_60650","","","CDS","5405096..5406310(+)","1215","","hypothetical protein","","44.5","8.12","6.13",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_19910","YP_789731.1","116051436","Q02QQ5","Q02QQ5_PSEAB","UPI000039609E","UniRef100_W1MGF7","UniRef90_A0A069QA02","UniRef50_P35488","PA14_19910","","","CDS","1715757..1716758(+)","1002","","pyruvate dehydrogenase E1 component, beta chain","","36.1","5.68","-5.46",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_65580","YP_793430.1","116053111","Q02F56","Q02F56_PSEAB","UPI0000396F4C","UniRef100_A0A072ZJL6","UniRef90_A0A072ZJL6","UniRef50_A0A072ZJL6","PA14_65580","","","CDS","5842015..5842551(+)","537","","membrane-bound metal-dependent hydrolase","","19.2","10.85","8.57",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_24650","YP_790122.1","116051049","Q02PL4","Q02PL4_PSEAB","UPI00000C58E9","UniRef100_W0YV42","UniRef90_M4WZB2","UniRef50_E4PJF6","PA14_24650","","","CDS","2154740..2154952(-)","213","rmf","ribosome modulation factor","","8.1","11.66","6.43",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_70680","YP_793828.1","116053501","Q02E08","Q02E08_PSEAB","UPI000045D576","UniRef100_Q02E08","UniRef90_Q9HTK4","UniRef50_P52073","PA14_70680","","","CDS","6294043..6295122(-)","1080","glcE","glycolate oxidase FAD binding subunit","","38.2","7.87","2.75",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_29470","YP_790515.1","116050665","Q02NH1","Q02NH1_PSEAB","UPI0000395E7C","UniRef100_Q02NH1","UniRef90_Q9I0F9","UniRef50_Q749F1","PA14_29470","","","CDS","2555052..2555804(+)","753","","hypothetical protein","","27.7","5.37","-6.41",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_34520","YP_790912.1","116050271","Q02MC4","Q02MC4_PSEAB","UPI000045D2C7","UniRef100_A0A071KTI7","UniRef90_A0A071KTI7","UniRef50_I7C7F4","PA14_34520","","","CDS","3068461..3069225(+)","765","","ABC transporter permease","","27.7","10.17","6.68",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_39620","YP_791312.1","116049879","Q02L74","Q02L74_PSEAB","UPI00000C550E","UniRef100_W0YNG4","UniRef90_A6V6N6","UniRef50_Q82WN6","PA14_39620","","","CDS","3528236..3528562(-)","327","","hypothetical protein","","11.8","4.41","-5.77",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_45150","YP_791763.1","116049434","Q02JX3","Q02JX3_PSEAB","UPI00000C53A4","UniRef100_A0A0C7D4W4","UniRef90_W0YN72","UniRef50_Q4KJD7","PA14_45150","","","CDS","4026549..4027325(+)","777","","transcriptional regulator","","28.4","7.26","0.69",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_03620","YP_788447.1","116054005","Q02UD9","Q02UD9_PSEAB","UPI000045D3CD","UniRef100_S0I5T2","UniRef90_Q9I6L2","UniRef50_Q9I6L2","PA14_03620","","","CDS","326536..327288(-)","753","","hypothetical protein","","25.8","10.42","6.12",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_50070","YP_792163.1","116049035","Q02IS3","Q02IS3_PSEAB","UPI00000C524D","UniRef100_Q9I4M9","UniRef90_Q9I4M9","UniRef50_Q9I4M9","PA14_50070","","","CDS","4451380..4452093(+)","714","","hypothetical protein","","25.4","5.99","-2.90",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_08630","YP_788840.1","116052313","Q02T96","COAX_PSEAB","UPI00000496CA","UniRef100_B7V628","UniRef90_B7V628","UniRef50_Q889Y6","PA14_08630","","","CDS","739340..740086(+)","747","","pantothenate kinase","","26.8","5.37","-4.28",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_54830","YP_792557.1","116048643","Q02HM9","Q02HM9_PSEAB","UPI000045D01E","UniRef100_W0Z4A6","UniRef90_Q51553","UniRef50_Q51553","PA14_54830","","","CDS","4859110..4860012(+)","903","","transferase","","34.2","7.85","3.30",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_13660","YP_789236.1","116051921","Q02S50","Q02S50_PSEAB","UPI00003961FB","UniRef100_Q02S50","UniRef90_Q9HXC7","UniRef50_Q9HXC7","PA14_13660","","","CDS","1174167..1174823(-)","657","tpbA","protein tyrosine phosphatase TpbA","Class 1","24.0","7.60","1.34",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_59600","YP_792950.1","116052635","","","","","","","PA14_59600","","","CDS","5303917..5304162(-)","246","","hypothetical protein","","8.7","9.80","5.13",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_18680","YP_789635.1","116051529","Q02R01","Q02R01_PSEAB","UPI00000C5A56","UniRef100_W0YVW9","UniRef90_W0YVW9","UniRef50_F6AEI0","PA14_18680","","","CDS","1608062..1608283(-)","222","","hypothetical protein","","7.8","4.83","-1.23",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_64400","YP_793336.1","116053017","","","","","","","PA14_64400","","","CDS","5737454..5738671(+)","1218","","hypothetical protein","","46.1","4.75","-13.60",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_23470","YP_790032.1","116051137","Q02PV4","Q02PV4_PSEAB","UPI0000E449C8","UniRef100_Q02PV4","UniRef90_Q9HZ86","UniRef50_G8Q1T5","PA14_23470","","","CDS","2041610..2043607(+)","1998","wbpM","nucleotide sugar epimerase/dehydratase WbpM","","74.7","9.64","13.78",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_69440","YP_793732.1","116053407","Q02EA4","Q02EA4_PSEAB","UPI000012C4A8","UniRef100_P48246","UniRef90_P48246","UniRef50_P48246","PA14_69440","","","CDS","6192956..6193711(-)","756","hemD","uroporphyrinogen-III synthase","","27.2","4.76","-6.64",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_28370","YP_790420.1","116050759","Q02NR6","Q02NR6_PSEAB","UPI00000C57F0","UniRef100_W0YU31","UniRef90_A6V454","UniRef50_A6V4P0","PA14_28370","","","CDS","2451388..2451597(+)","210","","hypothetical protein","","7.7","8.50","1.89",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_33320","YP_790816.1","116050367","Q02MM0","CSY2_PSEAB","UPI0000396AFA","UniRef100_Q02MM0","UniRef90_Q02MM0","UniRef50_Q02MM0","PA14_33320","","","CDS","2929123..2930106(-)","984","","hypothetical protein","","36.2","6.35","-3.68",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_38350","YP_791216.1","116049973","Q02LH0","Q02LH0_PSEAB","UPI000012B1B3","UniRef100_Q9I291","UniRef90_Q9I291","UniRef50_Q9I291","PA14_38350","","","CDS","3418259..3419098(-)","840","galU","UTP-glucose-1-phosphate uridylyltransferase","","31.2","5.12","-6.25",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_43310","YP_791612.1","116049583","Q02KC4","Q02KC4_PSEAB","UPI0000E44B03","UniRef100_Q02KC4","UniRef90_Q02KC4","UniRef50_Q02KC4","PA14_43310","","","CDS","3857768..3858373(-)","606","","hypothetical protein","","22.4","5.35","-3.41",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_44020","YP_791667.1","116049529","Q02K69","Q02K69_PSEAB","UPI00000C53F3","UniRef100_W0Z6D2","UniRef90_U5VGD4","UniRef50_P51053","PA14_44020","","","CDS","3919522..3920229(-)","708","sdhB","succinate dehydrogenase iron-sulfur subunit","","26.2","6.92","-0.10",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_02460","YP_788352.1","116053914","Q02UN4","Q02UN4_PSEAB","UPI0000396C8D","UniRef100_W0YL55","UniRef90_W0YL55","UniRef50_Q8XRA8","PA14_02460","","","CDS","222031..222339(+)","309","","NAD(P) transhydrogenase subunit alpha part 2","","10.7","10.29","4.70",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_48960","YP_792067.1","116049131","Q02J19","Q02J19_PSEAB","UPI00000C511E","UniRef100_Q56VP4","UniRef90_P25137","UniRef50_P25137","PA14_48960","","","CDS","4351376..4351468(-)","93","","hypothetical protein","","3.2","6.23","-0.02",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_07520","YP_788749.1","116054304","Q02TI7","Q02TI7_PSEAB","UPI0000134834","UniRef100_P26480","UniRef90_P26480","UniRef50_P26480","PA14_07520","","","CDS","647191..649044(-)","1854","rpoD","RNA polymerase sigma factor RpoD","","69.6","4.62","-31.01",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_53660","YP_792461.1","116048739","Q02HX5","Q02HX5_PSEAB","UPI0000E44B95","UniRef100_Q02HX5","UniRef90_Q9I5B8","UniRef50_Q9I5B8","PA14_53660","","","CDS","4758953..4760041(+)","1089","","hypothetical protein","","40.8","4.96","-12.77",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_12370","YP_789140.1","116052017","Q02SE6","Q02SE6_PSEAB","UPI00000D4252","UniRef100_W0YY14","UniRef90_A6V0D1","UniRef50_A0A0D0SN26","PA14_12370","","","CDS","1065554..1066102(-)","549","","hypothetical protein","","19.6","4.31","-8.62",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_58530","YP_792855.1","116052540","Q02GT1","Q02GT1_PSEAB","UPI00003963B7","UniRef100_S0J2J5","UniRef90_B7V050","UniRef50_B7V050","PA14_58530","","","CDS","5211798..5212475(-)","678","","hypothetical protein","","24.4","5.14","-5.86",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_17450","YP_789539.1","116051622","Q02R97","SURE_PSEAB","UPI000013625F","UniRef100_Q02R97","UniRef90_Q02R97","UniRef50_Q83JY2","PA14_17450","","","CDS","1496636..1497385(+)","750","surE","stationary phase survival protein SurE","","26.4","5.24","-7.14",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_63160","YP_793241.1","116052924","Q02FP5","Q02FP5_PSEAB","UPI0000396E90","UniRef100_Q02FP5","UniRef90_Q9HV31","UniRef50_Q9HV31","PA14_63160","","","CDS","5636684..5638117(+)","1434","pmrB","PmrB: two-component regulator system signal sensor kinase PmrB","","52.8","6.46","-3.88",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_22320","YP_789936.1","116051233","Q02Q50","Q02Q50_PSEAB","UPI00000C5969","UniRef100_W0YSK5","UniRef90_A6V2I4","UniRef50_A1U6D8","PA14_22320","","","CDS","1944036..1944257(-)","222","","hypothetical protein","","8.1","9.83","4.15",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_68230","YP_793636.1","116053312","Q02EK0","Q02EK0_PSEAB","UPI0000E44C68","UniRef100_Q02EK0","UniRef90_Q9HU20","UniRef50_Q9HU20","PA14_68230","","","CDS","6085898..6087736(+)","1839","","two-component sensor","","68.6","9.23","7.61",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_27290","YP_790328.1","116050849","Q02P08","Q02P08_PSEAB","UPI0000E44A00","UniRef100_Q02P08","UniRef90_Q02P08","UniRef50_Q02P08","PA14_27290","","","CDS","2368830..2369063(+)","234","","hypothetical protein","","9.2","10.22","4.16",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_73230","YP_794031.1","116053704","Q02DF5","ATPE_PSEAB","UPI000012650A","UniRef100_A6VF31","UniRef90_A6VF31","UniRef50_P41171","PA14_73230","","","CDS","6521067..6521492(-)","426","atpC","F0F1 ATP synthase subunit epsilon","","14.7","4.93","-4.32",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_32100","YP_790720.1","116050461","Q02MW6","Q02MW6_PSEAB","UPI00000BDA38","UniRef100_Q93SR7","UniRef90_A6V4U5","UniRef50_Q4K9X6","PA14_32100","","","CDS","2792656..2793144(+)","489","xylY","toluate 1,2-dioxygenase subunit beta","","19.2","4.88","-5.35",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_37080","YP_791120.1","116050066","Q02LR6","Q02LR6_PSEAB","UPI00000C55BD","UniRef100_W0YP76","UniRef90_W0YP76","UniRef50_P77174","PA14_37080","","","CDS","3303409..3304044(+)","636","","hypothetical protein","","23.7","7.84","1.89",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_42180","YP_791516.1","116049679","","","","","","","PA14_42180","","","CDS","3762552..3763238(-)","687","","hypothetical protein","","25517.0","6.03","-4.93",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_01190","YP_788256.1","116053819","Q02UY0","Q02UY0_PSEAB","UPI0000396C2C","UniRef100_S0I6C5","UniRef90_A0A077JJ42","UniRef50_A0A0A0DQ68","PA14_01190","","","CDS","117109..118146(+)","1038","","3-oxoacyl-ACP synthase","","36.4","5.26","-5.39",""
